Vardas                  Pavarde                      ND1       ND2       ND3       ND4       ND5       ND6       ND7       EGZ
Vardas16872         Pavarde16872                      4         9         2         4         2         4         4        10
Vardas16873         Pavarde16873                      3         2         1        10         9         5        10         7
Vardas16874         Pavarde16874                      1         5         9         6         8         9         2         6
Vardas16875         Pavarde16875                      5         6         9         4         3         7         4         5
Vardas16876         Pavarde16876                      5        10         4         2         8         4        10         2
Vardas16877         Pavarde16877                      2         1         8         4         3        10         5         1
Vardas16878         Pavarde16878                      3         3         3        10         6        10         2         4
Vardas16879         Pavarde16879                      5        10         4         8         1         9         6        10
Vardas16880         Pavarde16880                     10         4         1         6         5         1         2        10
Vardas16881         Pavarde16881                      5         4         9         2         2        10         8         3
Vardas16882         Pavarde16882                      3         1         7         2         7         7        10         9
Vardas16883         Pavarde16883                     10         2         3         7        10         8         6         5
Vardas16884         Pavarde16884                      5         6        10         9         9         1         9         9
Vardas16885         Pavarde16885                      3         9         4         7         1         4         3         8
Vardas16886         Pavarde16886                      9         1         1         1         4         8         1         5
Vardas16887         Pavarde16887                      3         1         7         5         3         6         4         5
Vardas16888         Pavarde16888                      5         8         4         9         1         5         6         9
Vardas16889         Pavarde16889                      6        10         5        10         3         8         7        10
Vardas16890         Pavarde16890                      8         6         2         4         6         6        10         2
Vardas16891         Pavarde16891                      2         4         8         3        10         2         3         3
Vardas16892         Pavarde16892                     10         5         1        10         4         4         6         4
Vardas16893         Pavarde16893                      3         8         4         8         8         5         5         7
Vardas16894         Pavarde16894                      4         2         4         9         6         4         2         6
Vardas16895         Pavarde16895                     10        10        10         5        10         2         4         6
Vardas16896         Pavarde16896                      1         9         5         2         5         3         5         6
Vardas16897         Pavarde16897                      2         4         2         7         6         4         7         8
Vardas16898         Pavarde16898                      1         5        10        10         7         6         6         9
Vardas16899         Pavarde16899                      5         3         3         9         7         6         1         1
Vardas16900         Pavarde16900                      9        10         8         2         5         7         1         2
Vardas16901         Pavarde16901                      3        10         6         1         3        10         6         3
Vardas16902         Pavarde16902                      5        10         2         9         6         5         3         4
Vardas16903         Pavarde16903                     10         9         8        10         5        10         3         4
Vardas16904         Pavarde16904                      6         5        10         2         3         7         9         5
Vardas16905         Pavarde16905                      9         7         4         9         1         5         5         6
Vardas16906         Pavarde16906                      1         2         2         1         6         5         1         2
Vardas16907         Pavarde16907                      5         6         8         3         6         2         4         4
Vardas16908         Pavarde16908                      5         9         2         5         6         2         8         1
Vardas16909         Pavarde16909                      8         4         2         4         8         5         2         9
Vardas16910         Pavarde16910                      4         8         1         1         3         9         6         5
Vardas16911         Pavarde16911                      5         5         7         5         5         1         5         6
Vardas16912         Pavarde16912                      2         2         4         4         2         7         3         6
Vardas16913         Pavarde16913                      8         9         9         1         6         8         4         7
Vardas16914         Pavarde16914                      8        10         1         5         8         8         1         3
Vardas16915         Pavarde16915                      9         8         7        10         9         9        10        10
Vardas16916         Pavarde16916                      6         6         6         9         2         2         4         9
Vardas16917         Pavarde16917                     10         3         2         9         3         3         4         7
Vardas16918         Pavarde16918                      4         9         6         1         8         4         7         1
Vardas16919         Pavarde16919                      9         6         7         6         4         9         8         3
Vardas16920         Pavarde16920                      4         8         8         3         4         1        10         2
Vardas16921         Pavarde16921                      2         1         4         6         3         7         3         6
Vardas16922         Pavarde16922                      4         8         7         5        10         3         9         3
Vardas16923         Pavarde16923                      8         5         6         6         3        10         3         9
Vardas16924         Pavarde16924                      3        10         3         2         5         7         1         4
Vardas16925         Pavarde16925                      6         8         8        10         1         6         1         9
Vardas16926         Pavarde16926                      5         1        10         4         4         6         9         1
Vardas16927         Pavarde16927                      8        10        10         5         2         1         4         4
Vardas16928         Pavarde16928                      1         7         7         8         3         8         8         9
Vardas16929         Pavarde16929                      4         1         1         3         6         8         2        10
Vardas16930         Pavarde16930                     10         7         4         7         1         6         6         2
Vardas16931         Pavarde16931                      1         2         8         1         6         6         7         3
Vardas16932         Pavarde16932                     10         9         9        10        10         4         5         9
Vardas16933         Pavarde16933                      9         2         6         3         2         4         4         3
Vardas16934         Pavarde16934                      7        10         7         5        10         9         6        10
Vardas16935         Pavarde16935                      2         4         8         4         4         3         3         6
Vardas16936         Pavarde16936                      7         2         7         7         3         5         5         4
Vardas16937         Pavarde16937                     10         7        10         8         1         4         9         3
Vardas16938         Pavarde16938                      6         7         9         5         7         1        10         5
Vardas16939         Pavarde16939                     10         3         2         5         9         6        10         5
Vardas16940         Pavarde16940                      9         7         8         2         5         7         1         3
Vardas16941         Pavarde16941                      1         3         3         3         7         7         3         8
Vardas16942         Pavarde16942                      5         5         5         1         1         8         4         9
Vardas16943         Pavarde16943                      4         3         1         4         8         4         2         7
Vardas16944         Pavarde16944                      9         4         5         8         5         8         6         4
Vardas16945         Pavarde16945                      9         3         1         6         9         3         3         5
Vardas16946         Pavarde16946                      4         9         1         6         1         9         4         9
Vardas16947         Pavarde16947                      2         4         8         2         6        10        10         4
Vardas16948         Pavarde16948                      2         4         1         7         2         5         6         7
Vardas16949         Pavarde16949                      9         5         2         4         3         5         9        10
Vardas16950         Pavarde16950                      4        10         1         3         7         8         7         1
Vardas16951         Pavarde16951                      6         1         9        10         8         1         2         8
Vardas16952         Pavarde16952                      2        10         8         6         9         7         4         2
Vardas16953         Pavarde16953                      5         6         6         7         7         3         8         9
Vardas16954         Pavarde16954                      8         7         3         1         1         3         6        10
Vardas16955         Pavarde16955                      5         7         2         2         5         8         2         1
Vardas16956         Pavarde16956                      3        10         4         6         6         2         2         9
Vardas16957         Pavarde16957                      2         2        10         1         9         9         5         3
Vardas16958         Pavarde16958                      9         1         7         1         5         1         8         8
Vardas16959         Pavarde16959                      1         4         6         3         7         8         4         4
Vardas16960         Pavarde16960                     10         4        10         5         5         3         2         4
Vardas16961         Pavarde16961                      2         4         4         1         6         1         9         4
Vardas16962         Pavarde16962                      8         6         9         9         7         7         9         1
Vardas16963         Pavarde16963                      7         1         8         2         9         9         8         3
Vardas16964         Pavarde16964                      7        10         2         6         7         4         2         9
Vardas16965         Pavarde16965                      3         3         7         4         5         3         3         1
Vardas16966         Pavarde16966                      3         9         3         2         6         1         5         1
Vardas16967         Pavarde16967                      2         6         2        10         3         8         3         1
Vardas16968         Pavarde16968                      4         6         4         5         6         2        10         4
Vardas16969         Pavarde16969                     10         2         9        10         1         3         2         7
Vardas16970         Pavarde16970                      2         7         4         1         6         2         4         9
Vardas16971         Pavarde16971                      4         5         6         4         2         8         2        10
Vardas16972         Pavarde16972                      8         4         3         2         1         6        10         4
Vardas16973         Pavarde16973                     10         3         6         8         8         6        10         4
Vardas16974         Pavarde16974                      7         5         7         1         1         2         2         5
Vardas16975         Pavarde16975                      2        10         1         1         4         8         9         3
Vardas16976         Pavarde16976                      1         2         3         5        10         2         7         7
Vardas16977         Pavarde16977                      8        10         6         6         2         6         5        10
Vardas16978         Pavarde16978                      2         8         4         3         4         4         2         7
Vardas16979         Pavarde16979                      7        10         9         6         2         1         4         8
Vardas16980         Pavarde16980                      8        10         1         2         3         8         2         4
Vardas16981         Pavarde16981                      1         3         3         7        10        10         7         8
Vardas16982         Pavarde16982                      4         3         6         7         4         9         7        10
Vardas16983         Pavarde16983                      7         5         6         7        10         6         1         5
Vardas16984         Pavarde16984                      3         7         5         4         5         3        10         6
Vardas16985         Pavarde16985                      1         2         6         2         4         5         7         5
Vardas16986         Pavarde16986                     10         3         7        10         3         5         7         4
Vardas16987         Pavarde16987                     10         9         3         2        10        10         1         3
Vardas16988         Pavarde16988                     10         3         3         6         5         3         3         8
Vardas16989         Pavarde16989                      4         5         5         9         9        10         4         5
Vardas16990         Pavarde16990                     10        10         6         3         3         9         1        10
Vardas16991         Pavarde16991                      2         4        10        10         2        10         4         2
Vardas16992         Pavarde16992                      4         7         1         8         8         9         1         7
Vardas16993         Pavarde16993                      3         2         7         2         8         5         2         4
Vardas16994         Pavarde16994                      5         6         1         1         8         3         2         4
Vardas16995         Pavarde16995                      4         4         4         8         5         4         9         3
Vardas16996         Pavarde16996                     10         8         8         2        10         8         5         8
Vardas16997         Pavarde16997                     10         6        10         9         1         5         1         7
Vardas16998         Pavarde16998                      6         8         5         3         8         6         1        10
Vardas16999         Pavarde16999                     10         4         6         8         6         8         3         5
Vardas17000         Pavarde17000                      6         9         1         2         9         3         3         3
Vardas17001         Pavarde17001                      9         8         5        10         2         7         5         8
Vardas17002         Pavarde17002                      4         5         1         8         5         2        10         7
Vardas17003         Pavarde17003                      9         8         1        10         5         1         2         6
Vardas17004         Pavarde17004                      1         4        10         8         5         5         2         9
Vardas17005         Pavarde17005                      8         6         8         3         4         1         3         9
Vardas17006         Pavarde17006                      2        10         8         8        10         7         7        10
Vardas17007         Pavarde17007                      5         3         2         9         4         7         2         7
Vardas17008         Pavarde17008                      8         5         1        10         4         5         5         5
Vardas17009         Pavarde17009                      1         6         5         2         2         1         6         5
Vardas17010         Pavarde17010                     10         2         4         2        10         3         1         1
Vardas17011         Pavarde17011                      4         8         2         4         6         9        10         3
Vardas17012         Pavarde17012                      3         6         7         6         5         3         9         1
Vardas17013         Pavarde17013                      3         7         5         4         3         1         7        10
Vardas17014         Pavarde17014                      6         3         5         6         1         5         9         9
Vardas17015         Pavarde17015                     10         8         2        10         1         1         8         2
Vardas17016         Pavarde17016                      6         1        10         5         5         4         4         9
Vardas17017         Pavarde17017                      5         7         1         9         1         4         5         8
Vardas17018         Pavarde17018                      1         6         1         4         7         6         3         5
Vardas17019         Pavarde17019                     10         8         2         9         8         8         7         8
Vardas17020         Pavarde17020                      8         1         6         5         9        10         7         5
Vardas17021         Pavarde17021                      2         4         4         6         2         6         2         6
Vardas17022         Pavarde17022                      4         3         7         3         9         7         6         8
Vardas17023         Pavarde17023                      2        10         6         2         1         5         2         3
Vardas17024         Pavarde17024                     10        10         1         4         6         7         4        10
Vardas17025         Pavarde17025                      8         8         2         4         6         9        10         5
Vardas17026         Pavarde17026                      1         9         2         5         5        10         4         5
Vardas17027         Pavarde17027                      1         4         3         9         9         9         7         9
Vardas17028         Pavarde17028                     10         5         6         9         3         6         3         8
Vardas17029         Pavarde17029                      1         5         9         4         6         4         1         4
Vardas17030         Pavarde17030                      6         2         3         7         5         5         2         5
Vardas17031         Pavarde17031                      8        10         1         6         1        10         8         3
Vardas17032         Pavarde17032                      6         9         1         5         8         7         9         5
Vardas17033         Pavarde17033                      3        10         1         1         5        10         2         7
Vardas17034         Pavarde17034                      9         6         8         5        10         7         9         6
Vardas17035         Pavarde17035                      4         5         9         7         8         4         5         5
Vardas17036         Pavarde17036                      5        10         5         2         9         7         2         7
Vardas17037         Pavarde17037                      6         9         3         7         5         3         4         8
Vardas17038         Pavarde17038                      6        10         2         5         6         5         1         3
Vardas17039         Pavarde17039                      5         5         4         8         4         9         9         1
Vardas17040         Pavarde17040                      4         2         7         7         8         9         4         2
Vardas17041         Pavarde17041                      8         1         1         9         5         1         1        10
Vardas17042         Pavarde17042                      4         5         3         3         7         7         7         4
Vardas17043         Pavarde17043                      4         1         1         2         6         6         5         7
Vardas17044         Pavarde17044                      2         2         2         9         1         6         2         8
Vardas17045         Pavarde17045                      9         4         7         4         5         6         5         7
Vardas17046         Pavarde17046                      9         8         3         3         3         9         2         8
Vardas17047         Pavarde17047                      4         2         4         9        10         3         2         9
Vardas17048         Pavarde17048                      9         2         9         1         8         4         7         9
Vardas17049         Pavarde17049                      4         1         7         4         2         7         6        10
Vardas17050         Pavarde17050                      8         7         9         7         5        10         7        10
Vardas17051         Pavarde17051                      8         9         8         6         2         9         3         9
Vardas17052         Pavarde17052                      9         6         5         6         5         7        10         4
Vardas17053         Pavarde17053                      4         2         4         4        10         2        10         3
Vardas17054         Pavarde17054                      2         5         8        10         9         5         9         3
Vardas17055         Pavarde17055                      5         2         9         2         5         8         9         2
Vardas17056         Pavarde17056                      6         9         5         2         5        10         6         6
Vardas17057         Pavarde17057                      7         6         6         2         7         1         2         2
Vardas17058         Pavarde17058                      5         7         4         6         8         2         2         5
Vardas17059         Pavarde17059                      6         2         4        10         7         3         1         1
Vardas17060         Pavarde17060                      2         7         2         3         2         1         1         5
Vardas17061         Pavarde17061                      9         8         1         5         6         3         2         1
Vardas17062         Pavarde17062                      2         4         6         7         2         5         1         2
Vardas17063         Pavarde17063                      4         9         2         7         6         1         5         2
Vardas17064         Pavarde17064                      5         3         1        10         1         1        10         5
Vardas17065         Pavarde17065                      2         3        10         6        10        10         8         3
Vardas17066         Pavarde17066                      9         8         8         6         8         3         3         3
Vardas17067         Pavarde17067                      9         2         9         6        10         9         4         2
Vardas17068         Pavarde17068                      7         1         4         1         4         6         6         8
Vardas17069         Pavarde17069                      7         2         1         4         6         6         8         4
Vardas17070         Pavarde17070                      3         9         1         7         3         2         9         6
Vardas17071         Pavarde17071                      8         9         7         2         9         7         2         1
Vardas17072         Pavarde17072                      6         6         2         5        10         5         2         1
Vardas17073         Pavarde17073                      6         1        10         6         4         4         9         8
Vardas17074         Pavarde17074                      9        10         2         8         2         6         1         6
Vardas17075         Pavarde17075                     10         1         8         7        10        10         6         2
Vardas17076         Pavarde17076                      7        10         3         5         1         2         4         8
Vardas17077         Pavarde17077                      6        10         7         4         5         8         9         3
Vardas17078         Pavarde17078                      1         9         3         3         4         1        10         8
Vardas17079         Pavarde17079                      4         5         5         8         8         8         6        10
Vardas17080         Pavarde17080                     10         4         9         7         7         9         5         6
Vardas17081         Pavarde17081                      5         3        10         1         3         8         1         9
Vardas17082         Pavarde17082                      3         3         3         6         1         9         7         7
Vardas17083         Pavarde17083                      9         8         7         1        10         3         9         7
Vardas17084         Pavarde17084                      2         3         7         8         3        10         6        10
Vardas17085         Pavarde17085                      4         6         5         1         8         4         4         3
Vardas17086         Pavarde17086                      5         4         6         7         2         2         7         3
Vardas17087         Pavarde17087                      3         3         4         4         9        10         5         3
Vardas17088         Pavarde17088                      1         2        10         5         1         8         5         7
Vardas17089         Pavarde17089                      5         9         2         2        10         9         9         3
Vardas17090         Pavarde17090                      6         2         7         2         5         7         6         3
Vardas17091         Pavarde17091                      2         2         6         4        10         8         7         2
Vardas17092         Pavarde17092                      8         1         6         4         1         3         6         1
Vardas17093         Pavarde17093                      6        10         3         6         9         1         9         4
Vardas17094         Pavarde17094                      7         9         2         3         8        10         6         9
Vardas17095         Pavarde17095                      8         7         7         5         6         6         9         1
Vardas17096         Pavarde17096                      9         2         2         9         8         8         5         4
Vardas17097         Pavarde17097                      7         2         4         2         1         8         8         7
Vardas17098         Pavarde17098                      3         5         4         5        10        10         7         3
Vardas17099         Pavarde17099                      5         3         5         4         9         2         9         9
Vardas17100         Pavarde17100                      5         5         6         4         9         7        10         2
Vardas17101         Pavarde17101                      9         8         7         5         9         5         4         3
Vardas17102         Pavarde17102                      3         9         3         9         7        10         1         4
Vardas17103         Pavarde17103                      7         6         4         8         2         9        10         5
Vardas17104         Pavarde17104                     10         3         2        10         6         7         9         3
Vardas17105         Pavarde17105                      6         7         3         9         7        10         8         9
Vardas17106         Pavarde17106                      5         8         6         2         6         3         9         3
Vardas17107         Pavarde17107                      4         4        10         5         4         9         7         6
Vardas17108         Pavarde17108                      2         9         1         8         8         6         1         6
Vardas17109         Pavarde17109                      8         3         4        10         6         2         4         4
Vardas17110         Pavarde17110                      6         1         8         4         4        10         2         7
Vardas17111         Pavarde17111                      8        10         3        10         1         6         5         4
Vardas17112         Pavarde17112                     10         7         6         5         6         7         4         2
Vardas17113         Pavarde17113                     10         5         1         6         5         3         1         6
Vardas17114         Pavarde17114                      6         2         9        10         1         7         1         9
Vardas17115         Pavarde17115                     10        10         5         3         8         5         9        10
Vardas17116         Pavarde17116                      2         9        10         3         6        10         1         5
Vardas17117         Pavarde17117                      9         6         2         4         5         9        10         3
Vardas17118         Pavarde17118                      7         1         7         5         8         3         3         2
Vardas17119         Pavarde17119                      7         4         8         7         7        10         8         4
Vardas17120         Pavarde17120                      3         4         3         8         4         1        10         6
Vardas17121         Pavarde17121                      8         2         5         1         7         1         4         6
Vardas17122         Pavarde17122                      4         5        10         6         3         9         9         9
Vardas17123         Pavarde17123                      7         2         3         8         3         3         9         2
Vardas17124         Pavarde17124                      4         3         9         4         5         9        10         5
Vardas17125         Pavarde17125                      6         8         9         5         2         9         4        10
Vardas17126         Pavarde17126                      2         7         2         3         5         5         1         5
Vardas17127         Pavarde17127                      5         6         2         9         6         7         8         4
Vardas17128         Pavarde17128                      5         6         8         3         4         7         4         6
Vardas17129         Pavarde17129                      9         1         2         1         7         6         8         5
Vardas17130         Pavarde17130                      2         2         8         9         6         4         7         8
Vardas17131         Pavarde17131                      3         5         8         4         9         9        10         4
Vardas17132         Pavarde17132                     10         4         3         5         6         8         6         4
Vardas17133         Pavarde17133                      2         5         7        10         8         7         5         9
Vardas17134         Pavarde17134                     10         9         1         9         2         1        10        10
Vardas17135         Pavarde17135                      8         1        10        10         1         1         2         1
Vardas17136         Pavarde17136                      8         8         2         7         6         8         6         5
Vardas17137         Pavarde17137                      9         4         5         5         8         1         9         1
Vardas17138         Pavarde17138                      5         5        10         9         5         8         1         7
Vardas17139         Pavarde17139                      9         4        10         9         2         1         3         4
Vardas17140         Pavarde17140                      5         7         1         2         3         8         6        10
Vardas17141         Pavarde17141                     10         4         1         4         8         1         4         9
Vardas17142         Pavarde17142                      9         7         9         1         4         9         6         8
Vardas17143         Pavarde17143                     10         3         4         7         8         8         3         9
Vardas17144         Pavarde17144                      8         3         2         1         4         9         5         9
Vardas17145         Pavarde17145                      1        10         4         2         7         4         5         7
Vardas17146         Pavarde17146                      7         5         7         2         3         1         3         3
Vardas17147         Pavarde17147                     10         5         8         5         7         7         2         1
Vardas17148         Pavarde17148                      1         7         8        10         4         1         6         7
Vardas17149         Pavarde17149                      1         2        10         5         1         2         9         9
Vardas17150         Pavarde17150                     10         9         2         8         8         6         3         2
Vardas17151         Pavarde17151                      4         2         8         1         3         9         5         6
Vardas17152         Pavarde17152                      7         1         6         8        10         2         3         4
Vardas17153         Pavarde17153                      7         2         2         1         7         7         3         7
Vardas17154         Pavarde17154                      2         1         3         4         7        10         9         2
Vardas17155         Pavarde17155                      7         2         8         4        10         1         8         1
Vardas17156         Pavarde17156                      7         5        10         2         2         9         9         5
Vardas17157         Pavarde17157                      6         7         1         5         9         9         8         2
Vardas17158         Pavarde17158                      6        10         7         8         1         2         6         6
Vardas17159         Pavarde17159                      6         8         9         5         7         2         9        10
Vardas17160         Pavarde17160                      1         9         1        10         8         6         9         3
Vardas17161         Pavarde17161                      6         3         6         5         6         1         6         2
Vardas17162         Pavarde17162                      2         5         6         3         6         3         9         3
Vardas17163         Pavarde17163                      7         2        10         4         6         3         1        10
Vardas17164         Pavarde17164                      5         3         7         1         5        10         3         1
Vardas17165         Pavarde17165                     10         4         2         6         2         7         9         2
Vardas17166         Pavarde17166                      7         6         4         2         5         4        10         1
Vardas17167         Pavarde17167                      8         4         8        10        10         7         5         3
Vardas17168         Pavarde17168                      3         4        10        10         4         6        10         4
Vardas17169         Pavarde17169                      9         7         3         3         1         2        10         2
Vardas17170         Pavarde17170                      9        10         9         2         5         4         5         7
Vardas17171         Pavarde17171                      2         9        10         3         7         9         7         1
Vardas17172         Pavarde17172                      9         6         3         6        10         7         7        10
Vardas17173         Pavarde17173                      3         5         6         5         4         2         9         5
Vardas17174         Pavarde17174                      1         3         5         7         3         1         2         1
Vardas17175         Pavarde17175                      6         6         7         4         3         7         3         6
Vardas17176         Pavarde17176                      8        10         4         3         7         9         6         9
Vardas17177         Pavarde17177                      3         5         7         6         6         3         7         2
Vardas17178         Pavarde17178                     10         8         6         9         8         1         3         8
Vardas17179         Pavarde17179                      9         3         1         4         6        10         9         5
Vardas17180         Pavarde17180                      8         1         3         3         8         9         4         4
Vardas17181         Pavarde17181                      7         2         3         7         3         5         4         3
Vardas17182         Pavarde17182                      5         8         7         7         3         3         4         1
Vardas17183         Pavarde17183                      3         4         4         6         7         6         5         3
Vardas17184         Pavarde17184                      5         9         1        10         2         7         8         4
Vardas17185         Pavarde17185                      4         6         1         8         9         2         7         9
Vardas17186         Pavarde17186                      8         6        10         4         4        10        10         5
Vardas17187         Pavarde17187                      1        10         3         2         3         3        10         4
Vardas17188         Pavarde17188                     10         5         9         1         3         9         3         5
Vardas17189         Pavarde17189                      7         2         7         3         6         9         1         3
Vardas17190         Pavarde17190                      7         8         8         6         7         2         3         3
Vardas17191         Pavarde17191                      7         2         4         6         8         5         1         1
Vardas17192         Pavarde17192                      2        10         4         9        10         2         1         8
Vardas17193         Pavarde17193                      3         1         1         4         8         6         7         3
Vardas17194         Pavarde17194                      5         6         8        10         5         3         8         3
Vardas17195         Pavarde17195                      4         4         4         7         8         2         7         3
Vardas17196         Pavarde17196                      8         3         3        10         4         8         7         5
Vardas17197         Pavarde17197                      8         8         1         3         5         3         7         8
Vardas17198         Pavarde17198                      4         5         5         9         6         4         4         5
Vardas17199         Pavarde17199                      8        10         8         7         3         5         2         5
Vardas17200         Pavarde17200                      2         3        10         9         6         8         6         5
Vardas17201         Pavarde17201                      1         3         4        10         6         8         6         7
Vardas17202         Pavarde17202                      7         3         6         9         3         8         2         6
Vardas17203         Pavarde17203                      1         3         2         2         8         4         2         6
Vardas17204         Pavarde17204                      5         7         5         6         2         2         7        10
Vardas17205         Pavarde17205                      7        10         2         1         6        10         8         1
Vardas17206         Pavarde17206                      5        10         4         5         1         8         2         1
Vardas17207         Pavarde17207                      9         8         5        10        10         6         7         1
Vardas17208         Pavarde17208                      5        10        10         2         9        10         2         2
Vardas17209         Pavarde17209                      5         6         3        10         7         6         9         9
Vardas17210         Pavarde17210                      8         3         7         7         6         9        10         4
Vardas17211         Pavarde17211                      1         2         9         8         1         8         9         2
Vardas17212         Pavarde17212                      7        10         8         2         5         7         5         6
Vardas17213         Pavarde17213                      4         4         7        10         4         2         8         5
Vardas17214         Pavarde17214                      7         2         1         6         2         4         3         1
Vardas17215         Pavarde17215                      9         1         5         8         1         6         7         8
Vardas17216         Pavarde17216                      8         5         5         4         6         1         5         4
Vardas17217         Pavarde17217                      3         4         3         6         6         2         4         8
Vardas17218         Pavarde17218                      6        10         5        10         1         8        10         8
Vardas17219         Pavarde17219                      2         6         1         5         4        10         9         7
Vardas17220         Pavarde17220                      5         6         9         9         1         1         2         5
Vardas17221         Pavarde17221                      7         8         6        10         6         3         5         9
Vardas17222         Pavarde17222                      3         3         8         5         9         9         2         9
Vardas17223         Pavarde17223                      1         8         9         6         6         1        10         8
Vardas17224         Pavarde17224                     10         6         1         5         5         8         1         6
Vardas17225         Pavarde17225                      2         7         8         7        10         4         3         9
Vardas17226         Pavarde17226                      1         3         8         5         4         4         7         4
